,index,x,y,z,name
0,1,210,349,19.0, ABaraa
1,2,170,306,21.0, ABarap
2,3,112,280,11.0, ABarpp
3,4,156,337,15.0, ABarpa
4,5,256,362,20.0, ABalaa
5,6,212,362,12.0, ABalap
6,7,241,294,9.0, ABalpp
7,8,274,338,14.0, ABalpa
10,11,139,227,21.0, ABprpa
11,12,101,181,20.0, ABprpp
12,13,90,244,20.0, ABprap
13,14,133,288,21.0, ABpraa
14,15,229,241,10.0, ABplpa
15,16,203,210,9.0, ABplpp
16,17,205,271,20.0, MSpa
17,18,179,247,20.0, MSpp
18,19,256,299,20.0, MSaa
19,20,247,272,16.0, MSap
20,21,177,291,9.0, ABplap
21,22,204,330,10.0, ABplaa
22,23,116,167,11.0, D
23,24,157,155,12.0, P4
24,25,107,217,12.0, Cp
25,26,155,251,11.0, Ca
26,27,158,187,13.0, Ep
27,28,189,210,17.0, Ea
