,index,x,y,z,name
0,1,209,342,20.0, ABaraa
1,2,168,307,21.0, ABarap
2,3,110,275,12.0, ABarpp
3,4,158,338,14.0, ABarpa
4,5,256,363,19.0, ABalaa
5,6,220,363,11.0, ABalap
6,7,239,289,8.0, ABalpp
7,8,270,332,16.0, ABalpa
10,11,152,228,21.0, ABprpa
11,12,105,184,19.0, ABprpp
12,13,91,239,20.0, ABprap
13,14,136,292,20.0, ABpraa
14,15,235,251,9.0, ABplpa
15,16,190,210,8.0, ABplpp
16,17,194,252,19.0, MSp
17,18,232,288,18.0, MSa
18,19,174,287,8.0, ABplap
19,20,206,331,9.0, ABplaa
20,21,108,170,10.0, D
21,22,155,152,12.0, P4
22,23,104,214,12.0, Cp
23,24,152,249,10.0, Ca
24,25,160,184,13.0, Ep
25,26,196,202,16.0, Ea
