,index,x,y,z,name
0,1,207,303,22.0, ABaraappp
1,2,220,326,22.0, ABaraappa
2,3,243,325,22.0, ABaraapap
3,4,243,346,21.0, ABaraapaa
4,5,149,318,21.0, ABarapppa
5,6,150,298,20.0, ABarapppp
6,7,181,349,20.0, ABarappaa
7,8,164,326,22.0, ABarappap
8,9,199,325,22.0, ABarapaap
9,10,217,348,23.0, ABarapaaa
10,11,171,303,23.0, ABarapapp
11,12,184,342,23.0, ABarapapa
12,13,181,283,9.0, ABarpaapp
13,14,212,305,9.0, ABarpaapa
14,15,228,343,9.0, ABarpaaaa
15,16,210,323,8.0, ABarpaaap
16,17,187,341,8.0, ABarpapaa
17,18,166,326,8.0, ABarpapap
18,19,150,297,9.0, ABarpappp
19,20,177,313,8.0, ABarpappa
20,21,194,365,18.0, ABalaapap
21,22,224,376,17.0, ABalaapaa
22,23,189,360,12.0, ABalaappp
23,24,260,354,12.0, ABalaaaal
24,25,261,375,17.0, ABalaaaar
25,26,247,372,13.0, ABalaaapa
26,27,206,377,13.0, ABalaappa
27,28,222,370,13.0, ABalaaapp
28,29,230,374,9.0, ABalappaa
29,30,209,358,9.0, ABalappap
30,31,202,343,10.0, ABalapppa
31,32,189,319,10.0, ABalapppp
32,33,279,297,16.0, ABalppaap
33,34,276,328,15.0, ABalppaaa
34,35,241,271,21.0, ABalppapp
35,36,267,298,19.0, ABalppapa
36,37,238,287,16.0, MSapaa
37,38,222,256,16.0, MSapap
38,39,231,258,12.0, ABalppppp
39,40,242,277,11.0, ABalppppa
40,41,256,311,13.0, ABalpppaa
41,42,258,284,13.0, ABalpppap
42,43,242,298,22.0, ABalpappp
43,44,257,311,22.0, ABalpappa
44,45,272,322,21.0, ABalpapap
45,46,257,321,17.0, ABalpaapp
46,47,264,352,17.0, ABalpaapa
47,48,267,345,22.0, ABalpaaap
48,49,278,341,19.0, ABalpapaa
49,50,258,369,21.0, ABalpaaaa
50,51,242,359,9.0, ABalapaaa
51,52,250,340,9.0, ABalapaap
52,53,237,308,10.0, ABalapapp
53,54,247,330,11.0, ABalapapa
54,55,221,365,21.0, ABaraaapa
55,56,196,354,22.0, ABaraaapp
56,57,233,358,23.0, ABaraaaap
57,58,244,380,18.0, ABaraaaaa
59,60,147,339,19.0, ABprpaaaa
60,61,125,314,21.0, ABprpaaap
61,62,128,328,17.0, ABprpaapa
62,63,114,304,17.0, ABprpaapp
63,64,109,290,20.0, ABprpapap
64,65,132,292,22.0, ABprpapaa
65,66,119,278,23.0, ABprpappa
66,67,116,258,21.0, ABprpappp
67,68,104,273,17.0, ABprppaaa
68,69,88,258,22.0, ABprppaap
69,70,102,250,18.0, ABprppapa
70,71,98,222,18.0, ABprppapp
71,72,105,237,23.0, ABprppppa
72,73,98,212,23.0, ABprppppp
73,74,78,243,20.0, ABprpppaa
74,75,77,211,19.0, ABprpppap
75,76,81,228,14.0, ABprappap
76,77,88,257,15.0, ABprappaa
77,78,100,179,16.0, Cpppa
78,79,91,198,18.0, ABprapppp
79,80,85,207,13.0, ABprapppa
80,81,112,223,11.0, ABarppppp
81,82,122,254,11.0, ABarppppa
82,83,133,265,8.0, ABarpppap
83,84,152,279,8.0, ABarpppaa
84,85,201,272,8.0, ABarppaaa
85,86,183,253,8.0, ABarppaap
86,87,154,221,10.0, ABarppapp
87,88,164,247,8.0, ABarppapa
88,89,161,349,17.0, ABpraaaap
89,90,176,365,16.0, ABpraaaaa
90,91,167,356,12.0, ABpraaapa
91,92,152,333,14.0, ABpraaapp
92,93,122,316,11.0, ABpraapap
93,94,148,329,10.0, ABpraapaa
94,95,116,295,12.0, ABpraappp
95,96,142,313,13.0, ABpraappa
96,97,223,230,21.0, ABplpappa
97,98,208,215,22.0, ABplpappp
98,99,230,248,22.0, ABplpapap
99,100,250,253,21.0, ABplpapaa
100,101,267,278,17.0, ABplpaaaa
101,102,253,259,18.0, ABplpaaap
102,103,235,234,15.0, ABplpaapp
103,104,256,261,13.0, ABplpaapa
104,105,197,199,22.0, ABplppppa
105,106,177,182,23.0, ABplppppp
106,107,191,171,19.0, ABplpppap
107,108,215,190,20.0, ABplpppaa
108,109,173,168,15.0, ABplapppp
109,110,200,173,14.0, ABplapppa
110,111,220,209,18.0, ABplppaap
111,112,237,230,18.0, ABplppaaa
112,113,217,218,14.0, ABplppapa
113,114,201,196,16.0, ABplppapp
114,115,142,255,22.0, MSpapp
115,116,167,260,21.0, MSpapap
116,117,188,286,21.0, MSpapaa
117,118,207,352,16.0, MSpaaaa
118,119,190,328,15.0, MSpaaap
119,120,198,306,17.0, MSpaap
120,121,127,267,16.0, MSpppp
121,122,151,273,17.0, MSpppa
122,123,170,316,18.0, MSppaa
123,124,152,298,16.0, MSppap
124,125,203,246,19.0, MSappa
125,126,189,248,22.0, MSaapp
126,127,223,288,21.0, MSaapaa
127,128,207,263,20.0, MSaapap
128,129,233,315,17.0, MSaaapa
129,130,215,295,16.0, MSaaapp
130,131,220,325,12.0, MSaaaap
131,132,239,351,15.0, MSaaaaa
132,133,197,225,17.0, MSappp
133,134,203,187,11.0, ABplappap
134,135,216,206,9.0, ABplappaa
135,136,185,185,10.0, ABplapapp
136,137,190,221,9.0, ABplapapa
137,138,202,235,7.0, ABplapaap
138,139,217,280,9.0, ABplaaapp
139,140,223,252,8.0, ABplapaaa
140,141,267,302,11.0, ABplaapaa
141,142,256,274,8.0, ABplaapap
142,143,225,227,9.0, ABplaappp
143,144,248,256,8.0, ABplaappa
144,145,255,309,8.0, ABplaaaap
145,146,266,332,9.0, ABplaaaaa
146,147,241,295,8.0, ABplaaapa
147,148,129,204,17.0, Dpp
148,149,126,235,20.0, Dpa
149,150,150,197,19.0, Dap
150,151,180,213,20.0, Daa
151,152,175,240,18.0, Z3
152,153,151,226,20.0, Z2
153,154,120,240,8.0, Cpaaa
154,155,111,198,8.0, Cpaap
155,156,89,229,9.0, ABprapapp
156,157,96,269,11.0, ABprapapa
157,158,111,274,8.0, ABprapaap
158,159,128,293,8.0, ABprapaaa
159,160,118,156,13.0, Cpapp
160,161,112,180,11.0, Cpapa
161,162,113,160,19.0, Cpppp
162,163,117,192,22.0, Cppa
163,164,134,157,18.0, Cappp
