,index,x,y,z,name
0,1,201,341,20.0, ABaraa
1,2,169,310,20.0, ABarap
2,3,124,285,12.0, ABarpp
3,4,150,324,13.0, ABarpa
4,5,242,372,18.0, ABalaa
5,6,220,363,13.0, ABalap
6,7,256,302,12.0, ABalpp
7,8,270,329,16.0, ABalpa
10,11,144,213,21.0, ABprpa
11,12,126,198,18.0, ABprpp
12,13,104,248,18.0, ABprap
13,14,127,283,20.0, ABpraa
14,15,237,254,12.0, ABplpa
15,16,211,229,10.0, ABplpp
16,17,192,249,20.0, MSp
17,18,246,287,21.0, MSa
18,19,191,290,10.0, ABplap
19,20,212,323,10.0, ABplaa
20,21,118,173,12.0, D
21,22,145,163,10.0, P4
22,23,114,218,11.0, Cp
23,24,158,243,11.0, Ca
24,25,173,183,11.0, Ep
25,26,203,204,19.0, Ea
