,index,x,y,z,name
0,1,238,385,10.0, ABprpa
1,2,246,437,11.0, ABprpp
2,3,178,363,12.0, ABpraa
3,4,191,412,14.0, ABprap
4,5,284,355,24.0, ABplpp
5,6,279,298,24.0, ABplpa
7,8,182,320,11.0, ABarap
8,9,194,269,10.0, ABaraa
9,10,161,302,20.0, ABarpa
10,11,177,376,21.0, ABarpp
11,12,205,223,13.0, ABalaa
12,13,170,251,19.0, ABalap
13,14,250,267,24.0, ABalpp
14,15,239,230,16.0, ABalpa
15,16,224,379,23.0, Ca
16,17,226,433,22.0, Cp
17,18,262,459,20.0, D
18,19,301,431,15.0, P4
19,20,260,277,15.0, MSa
20,21,239,333,13.0, MSp
21,22,285,343,18.0, Ea
22,23,284,400,17.0, Ep
24,25,193,269,24.0, ABplaa
25,26,210,324,24.0, ABplap
